FechaEnvio,NumeroFacturaDeCargos,NumeroDePago,CargosTotales,Creditos,MontoDeEnvio,TotalDelEnvio,MontoDelDescuento,CuotasEIncentivos,MontoDePago,IdAfiliacion,Número de establecimiento que envía,SucursalQueEnvia,ConteoDeTransacciones,FechaPago,NombreSucursal,IVA,Descripcion,FechaTransaccion,NumeroDeMensualidades
2026-04-17,62,51101211, 853.70, 0.00, 853.70, 853.70,( 9.39), 0.00, 842.81,8487957920,8487957920,,1,2026-04-22,KANISTE,( 1.50),,2026-04-17,0
2026-04-18,63,51101211," 1,097.14", 0.00," 1,097.14"," 1,097.14",( 12.07), 0.00," 1,083.14",8487957920,8487957920,,1,2026-04-22,KANISTE,( 1.93),,2026-04-18,0
2026-04-16,98,51101246," 2,348.47", 0.00," 2,348.47"," 2,348.47",( 25.83), 0.00," 2,318.51",8488075888,8488075888,,2,2026-04-22,NOVIA DEL MAR,( 4.13),,2026-04-17,0
2026-04-17,99,51101246, 419.27, 0.00, 419.27, 419.27,( 4.61), 0.00, 413.92,8488075888,8488075888,,1,2026-04-22,NOVIA DEL MAR,( 0.74),,2026-04-17,0
2026-04-17,100,51101246," 2,205.63", 0.00," 2,205.63"," 2,205.63",( 24.26), 0.00," 2,177.49",8488075888,8488075888,,4,2026-04-22,NOVIA DEL MAR,( 3.88),,2026-04-18,0
2026-04-18,101,51101246, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8488075888,8488075888,,1,2026-04-22,NOVIA DEL MAR,( 0.53),,2026-04-18,0
2026-04-18,102,51101246," 1,226.73", 0.00," 1,226.73"," 1,226.73",( 13.49), 0.00," 1,211.08",8488075888,8488075888,,1,2026-04-22,NOVIA DEL MAR,( 2.16),,2026-04-19,0
2026-04-19,103,51101246," 1,103.60", 0.00," 1,103.60"," 1,103.60",( 12.14), 0.00," 1,089.52",8488075888,8488075888,,1,2026-04-22,NOVIA DEL MAR,( 1.94),,2026-04-19,0
2026-04-16,228,51101248," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8488076035,8488076035,,1,2026-04-22,BENITO,( 1.76),,2026-04-17,0
2026-04-19,229,51101248, 551.80, 0.00, 551.80, 551.80,( 6.07), 0.00, 544.76,8488076035,8488076035,,1,2026-04-22,BENITO,( 0.97),,2026-04-19,0
2026-04-18,46,51101533," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8489189068,8489189068,,1,2026-04-22,SUBTENIENTE,( 1.76),,2026-04-18,0
2026-04-17,33,51101534, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8489189142,8489189142,,1,2026-04-22,CASA DE JUSTICIA,( 0.53),,2026-04-17,0
2026-04-18,34,51101534, 800.00, 0.00, 800.00, 800.00,( 8.80), 0.00, 789.79,8489189142,8489189142,,1,2026-04-22,CASA DE JUSTICIA,( 1.41),,2026-04-18,0
2026-04-19,135,51101566," 3,801.46", 0.00," 3,801.46"," 3,801.46",( 41.82), 0.00," 3,752.95",8489278671,8489278671,,4,2026-04-22,KIN HA,( 6.69),,2026-04-19,0
2026-04-16,363,51101567, 714.75, 0.00, 714.75, 714.75,( 7.86), 0.00, 705.63,8489278820,8489278820,,1,2026-04-22,FRONTERA,( 1.26),,2026-04-17,0
2026-04-17,364,51101567," 1,355.24", 0.00," 1,355.24"," 1,355.24",( 14.91), 0.00," 1,337.94",8489278820,8489278820,,1,2026-04-22,FRONTERA,( 2.39),,2026-04-17,0
2026-04-18,365,51101567," 2,589.22", 0.00," 2,589.22"," 2,589.22",( 28.48), 0.00," 2,556.18",8489278820,8489278820,,1,2026-04-22,FRONTERA,( 4.56),,2026-04-18,0
2026-04-19,366,51101567," 2,999.83", 0.00," 2,999.83"," 2,999.83",( 33.00), 0.00," 2,961.55",8489278820,8489278820,,1,2026-04-22,FRONTERA,( 5.28),,2026-04-19,0
2026-04-16,1457,31076051," 10,048.05", 0.00," 10,048.05"," 10,048.05",( 110.53), 0.00," 9,919.84",7464542802,7464542802,,8,2026-04-21,BOLICHE,( 17.68),,2026-04-16,0
2026-04-16,1458,31076051," 8,952.82", 0.00," 8,952.82"," 8,952.82",( 98.48), 0.00," 8,838.58",7464542802,7464542802,,10,2026-04-21,BOLICHE,( 15.76),,2026-04-17,0
2026-04-16,108,31077502, 200.00, 0.00, 200.00, 200.00,( 2.20), 0.00, 197.45,7469540645,7469540645,,1,2026-04-21,CHAMPOTON MALECON,( 0.35),,2026-04-16,0
2026-04-15,59,41077095," 2,069.24", 0.00," 2,069.24"," 2,069.24",( 22.76), 0.00," 2,042.84",8487957920,8487957920,,2,2026-04-21,KANISTE,( 3.64),,2026-04-16,0
2026-04-16,60,41077095, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8487957920,8487957920,,1,2026-04-21,KANISTE,( 0.53),,2026-04-16,0
2026-04-16,14,41077107," 1,476.93", 0.00," 1,476.93"," 1,476.93",( 16.25), 0.00," 1,458.08",8488075847,8488075847,,1,2026-04-21,HEROES,( 2.60),,2026-04-16,0
2026-04-15,96,41077108," 2,136.95", 0.00," 2,136.95"," 2,136.95",( 23.51), 0.00," 2,109.68",8488075888,8488075888,,2,2026-04-21,NOVIA DEL MAR,( 3.76),,2026-04-16,0
2026-04-16,97,41077108," 3,126.00", 0.00," 3,126.00"," 3,126.00",( 34.39), 0.00," 3,086.11",8488075888,8488075888,,4,2026-04-21,NOVIA DEL MAR,( 5.50),,2026-04-16,0
2026-04-15,227,41077110," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8488076035,8488076035,,1,2026-04-21,BENITO,( 1.76),,2026-04-16,0
2026-04-16,45,41077326," 2,301.53", 0.00," 2,301.53"," 2,301.53",( 25.32), 0.00," 2,272.16",8489189068,8489189068,,1,2026-04-21,SUBTENIENTE,( 4.05),,2026-04-17,0
2026-04-15,362,41077338," 49,625.58", 0.00," 49,625.58"," 49,625.58",( 545.88), 0.00," 48,992.36",8489278820,8489278820,,1,2026-04-21,FRONTERA,( 87.34),,2026-04-16,0
2026-04-14,1454,31066980," 6,007.74", 0.00," 6,007.74"," 6,007.74",( 66.09), 0.00," 5,931.08",7464542802,7464542802,,8,2026-04-20,BOLICHE,( 10.57),,2026-04-15,0
2026-04-15,1455,31066980," 3,074.13", 0.00," 3,074.13"," 3,074.13",( 33.82), 0.00," 3,034.90",7464542802,7464542802,,3,2026-04-20,BOLICHE,( 5.41),,2026-04-15,0
2026-04-15,1456,31066980," 7,494.81", 0.00," 7,494.81"," 7,494.81",( 82.44), 0.00," 7,399.18",7464542802,7464542802,,8,2026-04-20,BOLICHE,( 13.19),,2026-04-16,0
2026-04-15,107,31068651, 932.56, 0.00, 932.56, 932.56,( 10.26), 0.00, 920.66,7469540645,7469540645,,1,2026-04-20,CHAMPOTON MALECON,( 1.64),,2026-04-15,0
2026-04-15,46,31068676, 893.75, 0.00, 893.75, 893.75,( 9.83), 0.00, 882.35,7469546899,7469546899,,1,2026-04-20,PUERTO REAL,( 1.57),,2026-04-15,0
2026-04-14,58,51060165, 200.00, 0.00, 200.00, 200.00,( 2.20), 0.00, 197.45,8487957920,8487957920,,1,2026-04-20,KANISTE,( 0.35),,2026-04-15,0
2026-04-14,113,51060166," 2,500.18", 0.00," 2,500.18"," 2,500.18",( 27.50), 0.00," 2,468.28",8487957953,8487957953,,1,2026-04-20,CHAMPOTON 2,( 4.40),,2026-04-15,0
2026-04-14,94,51060179," 3,327.19", 0.00," 3,327.19"," 3,327.19",( 36.60), 0.00," 3,284.73",8488075888,8488075888,,2,2026-04-20,NOVIA DEL MAR,( 5.86),,2026-04-15,0
2026-04-15,95,51060179," 2,023.72", 0.00," 2,023.72"," 2,023.72",( 22.26), 0.00," 1,997.90",8488075888,8488075888,,2,2026-04-20,NOVIA DEL MAR,( 3.56),,2026-04-15,0
2026-04-14,226,51060181, 486.06, 0.00, 486.06, 486.06,( 5.35), 0.00, 479.85,8488076035,8488076035,,1,2026-04-20,BENITO,( 0.86),,2026-04-15,0
2026-04-15,80,51060429," 1,250.50", 0.00," 1,250.50"," 1,250.50",( 13.76), 0.00," 1,234.54",8489189027,8489189027,,1,2026-04-20,AVENIDA CENTRAL,( 2.20),,2026-04-16,0
2026-04-15,44,51060430, 181.46, 0.00, 181.46, 181.46,( 2.00), 0.00, 179.14,8489189068,8489189068,,1,2026-04-20,SUBTENIENTE,( 0.32),,2026-04-16,0
2026-04-15,32,51060431, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8489189142,8489189142,,1,2026-04-20,CASA DE JUSTICIA,( 0.53),,2026-04-15,0
2026-04-14,361,51060449, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8489278820,8489278820,,1,2026-04-20,FRONTERA,( 0.88),,2026-04-15,0
2026-04-14,1453,31056272," 4,789.96", 0.00," 4,789.96"," 4,789.96",( 52.69), 0.00," 4,728.84",7464542802,7464542802,,4,2026-04-17,BOLICHE,( 8.43),,2026-04-14,0
2026-04-13,105,31057810, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,7469540645,7469540645,,1,2026-04-17,CHAMPOTON MALECON,( 0.88),,2026-04-14,0
2026-04-14,106,31057810, 980.30, 0.00, 980.30, 980.30,( 10.78), 0.00, 967.79,7469540645,7469540645,,1,2026-04-17,CHAMPOTON MALECON,( 1.73),,2026-04-14,0
2026-04-13,13,41057557," 1,151.24", 0.00," 1,151.24"," 1,151.24",( 12.66), 0.00," 1,136.55",8488075847,8488075847,,1,2026-04-17,HEROES,( 2.03),,2026-04-14,0
2026-04-14,92,41057558, 959.60, 0.00, 959.60, 959.60,( 10.56), 0.00, 947.35,8488075888,8488075888,,1,2026-04-17,NOVIA DEL MAR,( 1.69),,2026-04-14,0
2026-04-14,93,41057558, 337.38, 0.00, 337.38, 337.38,( 3.71), 0.00, 333.08,8488075888,8488075888,,3,2026-04-17,NOVIA DEL MAR,( 0.59),,2026-04-14,0
2026-04-13,13,41057559, 444.60, 0.00, 444.60, 444.60,( 4.89), 0.00, 438.93,8488075961,8488075961,,1,2026-04-17,ESCARGECA,( 0.78),,2026-04-14,0
2026-04-14,109,41057561," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8488075995,8488075995,,1,2026-04-17,CHETUMAL PLAZA,( 1.76),,2026-04-15,0
2026-04-14,225,41057562," 1,071.80", 0.00," 1,071.80"," 1,071.80",( 11.79), 0.00," 1,058.12",8488076035,8488076035,,2,2026-04-17,BENITO,( 1.89),,2026-04-14,0
2026-04-14,43,41057786, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8489189068,8489189068,,1,2026-04-17,SUBTENIENTE,( 0.53),,2026-04-15,0
2026-04-14,360,41057805, 600.00, 0.00, 600.00, 600.00,( 6.60), 0.00, 592.34,8489278820,8489278820,,1,2026-04-17,FRONTERA,( 1.06),,2026-04-14,0
2026-04-13,1449,31046062, 563.79, 0.00, 563.79, 563.79,( 6.20), 0.00, 556.60,7464542802,7464542802,,1,2026-04-16,BOLICHE,( 0.99),,2026-04-13,0
2026-04-13,1450,31046062, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,7464542802,7464542802,,1,2026-04-16,BOLICHE,( 0.53),,2026-04-13,0
2026-04-13,1451,31046062," 11,638.76", 0.00," 11,638.76"," 11,638.76",( 128.03), 0.00," 11,490.25",7464542802,7464542802,,9,2026-04-16,BOLICHE,( 20.48),,2026-04-13,0
2026-04-13,1452,31046062," 4,383.60", 0.00," 4,383.60"," 4,383.60",( 48.22), 0.00," 4,327.66",7464542802,7464542802,,4,2026-04-16,BOLICHE,( 7.72),,2026-04-14,0
2026-04-12,57,41047064," 1,485.72", 0.00," 1,485.72"," 1,485.72",( 16.34), 0.00," 1,466.77",8487957920,8487957920,,1,2026-04-16,KANISTE,( 2.61),,2026-04-13,0
2026-04-13,112,41047065," 3,194.22", 0.00," 3,194.22"," 3,194.22",( 35.14), 0.00," 3,153.46",8487957953,8487957953,,2,2026-04-16,CHAMPOTON 2,( 5.62),,2026-04-13,0
2026-04-12,90,41047079," 1,927.70", 0.00," 1,927.70"," 1,927.70",( 21.20), 0.00," 1,903.11",8488075888,8488075888,,3,2026-04-16,NOVIA DEL MAR,( 3.39),,2026-04-13,0
2026-04-13,91,41047079," 1,035.53", 0.00," 1,035.53"," 1,035.53",( 11.39), 0.00," 1,022.32",8488075888,8488075888,,1,2026-04-16,NOVIA DEL MAR,( 1.82),,2026-04-13,0
2026-04-12,108,41047081, 979.03, 0.00, 979.03, 979.03,( 10.77), 0.00, 966.54,8488075995,8488075995,,2,2026-04-16,CHETUMAL PLAZA,( 1.72),,2026-04-13,0
2026-04-13,224,41047082, 973.23, 0.00, 973.23, 973.23,( 10.71), 0.00, 960.81,8488076035,8488076035,,1,2026-04-16,BENITO,( 1.71),,2026-04-13,0
2026-04-13,42,41047293, 146.20, 0.00, 146.20, 146.20,( 1.61), 0.00, 144.33,8489189068,8489189068,,1,2026-04-16,SUBTENIENTE,( 0.26),,2026-04-13,0
2026-04-12,358,41047317, 350.97, 0.00, 350.97, 350.97,( 3.86), 0.00, 346.49,8489278820,8489278820,,1,2026-04-16,FRONTERA,( 0.62),,2026-04-13,0
2026-04-13,359,41047317," 1,295.70", 0.00," 1,295.70"," 1,295.70",( 14.25), 0.00," 1,279.17",8489278820,8489278820,,1,2026-04-16,FRONTERA,( 2.28),,2026-04-13,0
2026-04-10,1442,31037573, 100.00, 0.00, 100.00, 100.00,( 1.10), 0.00, 98.72,7464542802,7464542802,,1,2026-04-15,BOLICHE,( 0.18),,2026-04-10,0
2026-04-10,1443,31037573," 6,296.09", 0.00," 6,296.09"," 6,296.09",( 69.26), 0.00," 6,215.75",7464542802,7464542802,,6,2026-04-15,BOLICHE,( 11.08),,2026-04-10,0
2026-04-10,1444,31037573," 4,874.05", 0.00," 4,874.05"," 4,874.05",( 53.61), 0.00," 4,811.86",7464542802,7464542802,,6,2026-04-15,BOLICHE,( 8.58),,2026-04-11,0
2026-04-11,1445,31037573," 3,656.24", 0.00," 3,656.24"," 3,656.24",( 40.22), 0.00," 3,609.59",7464542802,7464542802,,3,2026-04-15,BOLICHE,( 6.43),,2026-04-11,0
2026-04-11,1446,31037573," 3,254.62", 0.00," 3,254.62"," 3,254.62",( 35.80), 0.00," 3,213.09",7464542802,7464542802,,4,2026-04-15,BOLICHE,( 5.73),,2026-04-12,0
2026-04-12,1447,31037573," 1,840.08", 0.00," 1,840.08"," 1,840.08",( 20.24), 0.00," 1,816.60",7464542802,7464542802,,2,2026-04-15,BOLICHE,( 3.24),,2026-04-12,0
2026-04-12,1448,31037573," 1,748.07", 0.00," 1,748.07"," 1,748.07",( 19.23), 0.00," 1,725.76",7464542802,7464542802,,2,2026-04-15,BOLICHE,( 3.08),,2026-04-13,0
2026-04-12,45,31039437," 1,129.45", 0.00," 1,129.45"," 1,129.45",( 12.42), 0.00," 1,115.04",7469546899,7469546899,,1,2026-04-15,PUERTO REAL,( 1.99),,2026-04-12,0
2026-04-10,23,31039438," 2,888.38", 0.00," 2,888.38"," 2,888.38",( 31.77), 0.00," 2,851.53",7469546923,7469546923,,2,2026-04-15,CASTAMAY,( 5.08),,2026-04-10,0
2026-04-09,53,51031863, 585.90, 0.00, 585.90, 585.90,( 6.44), 0.00, 578.43,8487957920,8487957920,,2,2026-04-15,KANISTE,( 1.03),,2026-04-10,0
2026-04-10,54,51031863, 750.00, 0.00, 750.00, 750.00,( 8.25), 0.00, 740.43,8487957920,8487957920,,3,2026-04-15,KANISTE,( 1.32),,2026-04-11,0
2026-04-11,55,51031863," 2,047.67", 0.00," 2,047.67"," 2,047.67",( 22.52), 0.00," 2,021.55",8487957920,8487957920,,2,2026-04-15,KANISTE,( 3.60),,2026-04-11,0
2026-04-12,56,51031863," 2,688.91", 0.00," 2,688.91"," 2,688.91",( 29.58), 0.00," 2,654.60",8487957920,8487957920,,3,2026-04-15,KANISTE,( 4.73),,2026-04-12,0
2026-04-09,111,51031864, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8487957953,8487957953,,1,2026-04-15,CHAMPOTON 2,( 0.88),,2026-04-10,0
2026-04-11,44,51031865, 932.00, 0.00, 932.00, 932.00,( 10.25), 0.00, 920.11,8487957995,8487957995,,1,2026-04-15,SABANCUY,( 1.64),,2026-04-11,0
2026-04-11,12,51031903, 300.00, 0.00, 300.00, 300.00,( 3.30), 0.00, 296.17,8488075847,8488075847,,1,2026-04-15,HEROES,( 0.53),,2026-04-11,0
2026-04-09,83,51031904, 298.96, 0.00, 298.96, 298.96,( 3.29), 0.00, 295.14,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,( 0.53),,2026-04-10,0
2026-04-10,84,51031904, 857.70, 0.00, 857.70, 857.70,( 9.43), 0.00, 846.76,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,( 1.51),,2026-04-10,0
2026-04-10,85,51031904," 3,000.97", 0.00," 3,000.97"," 3,000.97",( 33.01), 0.00," 2,962.68",8488075888,8488075888,,4,2026-04-15,NOVIA DEL MAR,( 5.28),,2026-04-11,0
2026-04-11,86,51031904," 2,823.70", 0.00," 2,823.70"," 2,823.70",( 31.06), 0.00," 2,787.67",8488075888,8488075888,,3,2026-04-15,NOVIA DEL MAR,( 4.97),,2026-04-11,0
2026-04-11,87,51031904, 479.80, 0.00, 479.80, 479.80,( 5.28), 0.00, 473.68,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,( 0.84),,2026-04-12,0
2026-04-12,88,51031904, 959.60, 0.00, 959.60, 959.60,( 10.56), 0.00, 947.35,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,( 1.69),,2026-04-12,0
2026-04-12,89,51031904, 820.06, 0.00, 820.06, 820.06,( 9.02), 0.00, 809.60,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,( 1.44),,2026-04-12,0
2026-04-11,223,51031906, 800.00, 0.00, 800.00, 800.00,( 8.80), 0.00, 789.79,8488076035,8488076035,,1,2026-04-15,BENITO,( 1.41),,2026-04-11,0
2026-04-09,79,51032184," 1,439.40", 0.00," 1,439.40"," 1,439.40",( 15.83), 0.00," 1,421.04",8489189027,8489189027,,1,2026-04-15,AVENIDA CENTRAL,( 2.53),,2026-04-10,0
2026-04-11,41,51032185, 743.23, 0.00, 743.23, 743.23,( 8.18), 0.00, 733.74,8489189068,8489189068,,2,2026-04-15,SUBTENIENTE,( 1.31),,2026-04-11,0
2026-04-09,31,51032186," 1,000.00", 0.00," 1,000.00"," 1,000.00",( 11.00), 0.00, 987.24,8489189142,8489189142,,1,2026-04-15,CASA DE JUSTICIA,( 1.76),,2026-04-10,0
2026-04-10,133,51032210," 1,879.81", 0.00," 1,879.81"," 1,879.81",( 20.68), 0.00," 1,855.82",8489278671,8489278671,,3,2026-04-15,KIN HA,( 3.31),,2026-04-10,0
2026-04-11,134,51032210, 120.00, 0.00, 120.00, 120.00,( 1.32), 0.00, 118.47,8489278671,8489278671,,1,2026-04-15,KIN HA,( 0.21),,2026-04-12,0
2026-04-09,355,51032211," 1,016.91", 0.00," 1,016.91"," 1,016.91",( 11.19), 0.00," 1,003.93",8489278820,8489278820,,1,2026-04-15,FRONTERA,( 1.79),,2026-04-10,0
2026-04-11,356,51032211," 1,041.28", 0.00," 1,041.28"," 1,041.28",( 11.45), 0.00," 1,028.00",8489278820,8489278820,,1,2026-04-15,FRONTERA,( 1.83),,2026-04-11,0
2026-04-11,357,51032211, 700.92, 0.00, 700.92, 700.92,( 7.71), 0.00, 691.98,8489278820,8489278820,,1,2026-04-15,FRONTERA,( 1.23),,2026-04-12,0
2026-04-08,1439,31006451," 7,833.50", 0.00," 7,833.50"," 7,833.50",( 86.17), 0.00," 7,733.54",7464542802,7464542802,,8,2026-04-14,BOLICHE,( 13.79),,2026-04-09,0
2026-04-09,1440,31006451," 5,924.97", 0.00," 5,924.97"," 5,924.97",( 65.17), 0.00," 5,849.37",7464542802,7464542802,,4,2026-04-14,BOLICHE,( 10.43),,2026-04-09,0
2026-04-09,1441,31006451," 2,293.67", 0.00," 2,293.67"," 2,293.67",( 25.23), 0.00," 2,264.40",7464542802,7464542802,,4,2026-04-14,BOLICHE,( 4.04),,2026-04-10,0
2026-04-08,103,31008051," 1,451.43", 0.00," 1,451.43"," 1,451.43",( 15.97), 0.00," 1,432.91",7469540645,7469540645,,1,2026-04-14,CHAMPOTON MALECON,( 2.55),,2026-04-09,0
2026-04-09,104,31008051, 858.16, 0.00, 858.16, 858.16,( 9.44), 0.00, 847.21,7469540645,7469540645,,1,2026-04-14,CHAMPOTON MALECON,( 1.51),,2026-04-09,0
2026-04-09,52,41008046, 50.00, 0.00, 50.00, 50.00,( 0.55), 0.00, 49.36,8487957920,8487957920,,1,2026-04-14,KANISTE,( 0.09),,2026-04-09,0
2026-04-08,10,41008063," 2,554.52", 0.00," 2,554.52"," 2,554.52",( 28.10), 0.00," 2,521.92",8488075847,8488075847,,1,2026-04-14,HEROES,( 4.50),,2026-04-09,0
2026-04-09,11,41008063, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8488075847,8488075847,,1,2026-04-14,HEROES,( 0.88),,2026-04-10,0
2026-04-08,81,41008064," 4,951.82", 0.00," 4,951.82"," 4,951.82",( 54.47), 0.00," 4,888.63",8488075888,8488075888,,4,2026-04-14,NOVIA DEL MAR,( 8.72),,2026-04-09,0
2026-04-09,82,41008064," 1,076.67", 0.00," 1,076.67"," 1,076.67",( 11.84), 0.00," 1,062.94",8488075888,8488075888,,1,2026-04-14,NOVIA DEL MAR,( 1.89),,2026-04-09,0
2026-04-09,107,41008066," 1,018.92", 0.00," 1,018.92"," 1,018.92",( 11.21), 0.00," 1,005.92",8488075995,8488075995,,1,2026-04-14,CHETUMAL PLAZA,( 1.79),,2026-04-09,0
2026-04-09,78,41008271," 2,697.48", 0.00," 2,697.48"," 2,697.48",( 29.67), 0.00," 2,663.06",8489189027,8489189027,,2,2026-04-14,AVENIDA CENTRAL,( 4.75),,2026-04-09,0
2026-04-09,30,41008272, 799.63, 0.00, 799.63, 799.63,( 8.80), 0.00, 789.42,8489189142,8489189142,,1,2026-04-14,CASA DE JUSTICIA,( 1.41),,2026-04-09,0
2026-04-08,1438,30997185," 1,704.50", 0.00," 1,704.50"," 1,704.50",( 18.75), 0.00," 1,682.75",7464542802,7464542802,,2,2026-04-13,BOLICHE,( 3.00),,2026-04-08,0
2026-04-08,102,30998923," 1,532.12", 0.00," 1,532.12"," 1,532.12",( 16.85), 0.00," 1,512.57",7469540645,7469540645,,2,2026-04-13,CHAMPOTON MALECON,( 2.70),,2026-04-08,0
2026-04-07,22,30998954," 1,208.55", 0.00," 1,208.55"," 1,208.55",( 13.29), 0.00," 1,193.13",7469546923,7469546923,,1,2026-04-13,CASTAMAY,( 2.13),,2026-04-08,0
2026-04-07,51,50990778," 1,445.40", 0.00," 1,445.40"," 1,445.40",( 15.90), 0.00," 1,426.96",8487957920,8487957920,,1,2026-04-13,KANISTE,( 2.54),,2026-04-08,0
2026-04-08,110,50990779, 400.35, 0.00, 400.35, 400.35,( 4.40), 0.00, 395.25,8487957953,8487957953,,1,2026-04-13,CHAMPOTON 2,( 0.70),,2026-04-08,0
2026-04-08,9,50990797, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8488075847,8488075847,,1,2026-04-13,HEROES,( 0.88),,2026-04-08,0
2026-04-07,80,50990798," 5,611.73", 0.00," 5,611.73"," 5,611.73",( 61.73), 0.00," 5,540.12",8488075888,8488075888,,5,2026-04-13,NOVIA DEL MAR,( 9.88),,2026-04-08,0
2026-04-08,12,50990799," 1,555.27", 0.00," 1,555.27"," 1,555.27",( 17.11), 0.00," 1,535.42",8488075961,8488075961,,3,2026-04-13,ESCARGECA,( 2.74),,2026-04-08,0
2026-04-08,106,50990801, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8488075995,8488075995,,1,2026-04-13,CHETUMAL PLAZA,( 0.88),,2026-04-08,0
2026-04-08,222,50990802, 400.00, 0.00, 400.00, 400.00,( 4.40), 0.00, 394.90,8488076035,8488076035,,1,2026-04-13,BENITO,( 0.70),,2026-04-08,0
2026-04-07,1436,30986482," 3,573.13", 0.00," 3,573.13"," 3,573.13",( 39.30), 0.00," 3,527.54",7464542802,7464542802,,3,2026-04-10,BOLICHE,( 6.29),,2026-04-07,0
2026-04-07,1437,30986482," 4,121.65", 0.00," 4,121.65"," 4,121.65",( 45.34), 0.00," 4,069.06",7464542802,7464542802,,5,2026-04-10,BOLICHE,( 7.25),,2026-04-08,0
2026-04-06,100,30988107," 1,332.08", 0.00," 1,332.08"," 1,332.08",( 14.65), 0.00," 1,315.09",7469540645,7469540645,,2,2026-04-10,CHAMPOTON MALECON,( 2.34),,2026-04-07,0
2026-04-07,101,30988107," 1,180.37", 0.00," 1,180.37"," 1,180.37",( 12.98), 0.00," 1,165.31",7469540645,7469540645,,1,2026-04-10,CHAMPOTON MALECON,( 2.08),,2026-04-07,0
2026-04-07,44,30988134," 2,663.89", 0.00," 2,663.89"," 2,663.89",( 29.30), 0.00," 2,629.90",7469546899,7469546899,,3,2026-04-10,PUERTO REAL,( 4.69),,2026-04-07,0
2026-04-06,50,40988159, 963.60, 0.00, 963.60, 963.60,( 10.60), 0.00, 951.30,8487957920,8487957920,,1,2026-04-10,KANISTE,( 1.70),,2026-04-07,0
2026-04-07,43,40988160," 1,584.00", 0.00," 1,584.00"," 1,584.00",( 17.42), 0.00," 1,563.79",8487957995,8487957995,,1,2026-04-10,SABANCUY,( 2.79),,2026-04-07,0
2026-04-06,78,40988177," 2,800.00", 0.00," 2,800.00"," 2,800.00",( 30.80), 0.00," 2,764.27",8488075888,8488075888,,4,2026-04-10,NOVIA DEL MAR,( 4.93),,2026-04-07,0
2026-04-07,79,40988177, 500.00, 0.00, 500.00, 500.00,( 5.50), 0.00, 493.62,8488075888,8488075888,,1,2026-04-10,NOVIA DEL MAR,( 0.88),,2026-04-07,0
2026-04-06,105,40988179," 1,576.19", 0.00," 1,576.19"," 1,576.19",( 17.34), 0.00," 1,556.08",8488075995,8488075995,,1,2026-04-10,CHETUMAL PLAZA,( 2.77),,2026-04-07,0
2026-04-06,221,40988180," 1,046.80", 0.00," 1,046.80"," 1,046.80",( 11.51), 0.00," 1,033.45",8488076035,8488076035,,2,2026-04-10,BENITO,( 1.84),,2026-04-07,0
2026-04-07,40,40988403," 1,103.95", 0.00," 1,103.95"," 1,103.95",( 12.14), 0.00," 1,089.87",8489189068,8489189068,,1,2026-04-10,SUBTENIENTE,( 1.94),,2026-04-07,0
2026-04-06,353,40988422, 655.08, 0.00, 655.08, 655.08,( 7.21), 0.00, 646.72,8489278820,8489278820,,1,2026-04-10,FRONTERA,( 1.15),,2026-04-07,0
2026-04-07,354,40988422," 30,000.00", 0.00," 30,000.00"," 30,000.00",( 330.00), 0.00," 29,617.20",8489278820,8489278820,,1,2026-04-10,FRONTERA,( 52.80),,2026-04-07,0
2026-04-06,1434,30976521," 7,853.28", 0.00," 7,853.28"," 7,853.28",( 86.39), 0.00," 7,753.07",7464542802,7464542802,,8,2026-04-09,BOLICHE,( 13.82),,2026-04-06,0
2026-04-06,1435,30976521," 5,402.46", 0.00," 5,402.46"," 5,402.46",( 59.43), 0.00," 5,333.52",7464542802,7464542802,,7,2026-04-09,BOLICHE,( 9.51),,2026-04-07,0
2026-04-06,99,30978144, 575.93, 0.00, 575.93, 575.93,( 6.34), 0.00, 568.58,7469540645,7469540645,,1,2026-04-09,CHAMPOTON MALECON,( 1.01),,2026-04-06,0
