FechaEnvio,NumeroFacturaDeCargos,Número de Pago,CargosTotales,Creditos,MontoDeEnvio,TotalDelEnvio,MontoDelDescuento,CuotasEIncentivos,MontoDePago,IdAfiliacion,Número de establecimiento que envía,SucursalQueEnvia,ConteoDeTransacciones,FechaPago,NombreSucursal,IVA,Descripcion,FechaTransaccion,NumeroDeMensualidades
2026-04-10,1442,31037573,MXN$ 100.00,MXN$ 0.00,MXN$ 100.00,MXN$ 100.00,(MXN$ 1.10),MXN$ 0.00,MXN$ 98.72,7464542802,7464542802,,1,2026-04-15,BOLICHE,(MXN$ 0.18),,2026-04-10,0
2026-04-10,1443,31037573,"MXN$ 6,296.09",MXN$ 0.00,"MXN$ 6,296.09","MXN$ 6,296.09",(MXN$ 69.26),MXN$ 0.00,"MXN$ 6,215.75",7464542802,7464542802,,6,2026-04-15,BOLICHE,(MXN$ 11.08),,2026-04-10,0
2026-04-10,1444,31037573,"MXN$ 4,874.05",MXN$ 0.00,"MXN$ 4,874.05","MXN$ 4,874.05",(MXN$ 53.61),MXN$ 0.00,"MXN$ 4,811.86",7464542802,7464542802,,6,2026-04-15,BOLICHE,(MXN$ 8.58),,2026-04-11,0
2026-04-11,1445,31037573,"MXN$ 3,656.24",MXN$ 0.00,"MXN$ 3,656.24","MXN$ 3,656.24",(MXN$ 40.22),MXN$ 0.00,"MXN$ 3,609.59",7464542802,7464542802,,3,2026-04-15,BOLICHE,(MXN$ 6.43),,2026-04-11,0
2026-04-11,1446,31037573,"MXN$ 3,254.62",MXN$ 0.00,"MXN$ 3,254.62","MXN$ 3,254.62",(MXN$ 35.80),MXN$ 0.00,"MXN$ 3,213.09",7464542802,7464542802,,4,2026-04-15,BOLICHE,(MXN$ 5.73),,2026-04-12,0
2026-04-12,1447,31037573,"MXN$ 1,840.08",MXN$ 0.00,"MXN$ 1,840.08","MXN$ 1,840.08",(MXN$ 20.24),MXN$ 0.00,"MXN$ 1,816.60",7464542802,7464542802,,2,2026-04-15,BOLICHE,(MXN$ 3.24),,2026-04-12,0
2026-04-12,1448,31037573,"MXN$ 1,748.07",MXN$ 0.00,"MXN$ 1,748.07","MXN$ 1,748.07",(MXN$ 19.23),MXN$ 0.00,"MXN$ 1,725.76",7464542802,7464542802,,2,2026-04-15,BOLICHE,(MXN$ 3.08),,2026-04-13,0
2026-04-12,45,31039437,"MXN$ 1,129.45",MXN$ 0.00,"MXN$ 1,129.45","MXN$ 1,129.45",(MXN$ 12.42),MXN$ 0.00,"MXN$ 1,115.04",7469546899,7469546899,,1,2026-04-15,PUERTO REAL,(MXN$ 1.99),,2026-04-12,0
2026-04-10,23,31039438,"MXN$ 2,888.38",MXN$ 0.00,"MXN$ 2,888.38","MXN$ 2,888.38",(MXN$ 31.77),MXN$ 0.00,"MXN$ 2,851.53",7469546923,7469546923,,2,2026-04-15,CASTAMAY,(MXN$ 5.08),,2026-04-10,0
2026-04-09,53,51031863,MXN$ 585.90,MXN$ 0.00,MXN$ 585.90,MXN$ 585.90,(MXN$ 6.44),MXN$ 0.00,MXN$ 578.43,8487957920,8487957920,,2,2026-04-15,KANISTE,(MXN$ 1.03),,2026-04-10,0
2026-04-10,54,51031863,MXN$ 750.00,MXN$ 0.00,MXN$ 750.00,MXN$ 750.00,(MXN$ 8.25),MXN$ 0.00,MXN$ 740.43,8487957920,8487957920,,3,2026-04-15,KANISTE,(MXN$ 1.32),,2026-04-11,0
2026-04-11,55,51031863,"MXN$ 2,047.67",MXN$ 0.00,"MXN$ 2,047.67","MXN$ 2,047.67",(MXN$ 22.52),MXN$ 0.00,"MXN$ 2,021.55",8487957920,8487957920,,2,2026-04-15,KANISTE,(MXN$ 3.60),,2026-04-11,0
2026-04-12,56,51031863,"MXN$ 2,688.91",MXN$ 0.00,"MXN$ 2,688.91","MXN$ 2,688.91",(MXN$ 29.58),MXN$ 0.00,"MXN$ 2,654.60",8487957920,8487957920,,3,2026-04-15,KANISTE,(MXN$ 4.73),,2026-04-12,0
2026-04-09,111,51031864,MXN$ 500.00,MXN$ 0.00,MXN$ 500.00,MXN$ 500.00,(MXN$ 5.50),MXN$ 0.00,MXN$ 493.62,8487957953,8487957953,,1,2026-04-15,CHAMPOTON 2,(MXN$ 0.88),,2026-04-10,0
2026-04-11,44,51031865,MXN$ 932.00,MXN$ 0.00,MXN$ 932.00,MXN$ 932.00,(MXN$ 10.25),MXN$ 0.00,MXN$ 920.11,8487957995,8487957995,,1,2026-04-15,SABANCUY,(MXN$ 1.64),,2026-04-11,0
2026-04-11,12,51031903,MXN$ 300.00,MXN$ 0.00,MXN$ 300.00,MXN$ 300.00,(MXN$ 3.30),MXN$ 0.00,MXN$ 296.17,8488075847,8488075847,,1,2026-04-15,HEROES,(MXN$ 0.53),,2026-04-11,0
2026-04-09,83,51031904,MXN$ 298.96,MXN$ 0.00,MXN$ 298.96,MXN$ 298.96,(MXN$ 3.29),MXN$ 0.00,MXN$ 295.14,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,(MXN$ 0.53),,2026-04-10,0
2026-04-10,84,51031904,MXN$ 857.70,MXN$ 0.00,MXN$ 857.70,MXN$ 857.70,(MXN$ 9.43),MXN$ 0.00,MXN$ 846.76,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,(MXN$ 1.51),,2026-04-10,0
2026-04-10,85,51031904,"MXN$ 3,000.97",MXN$ 0.00,"MXN$ 3,000.97","MXN$ 3,000.97",(MXN$ 33.01),MXN$ 0.00,"MXN$ 2,962.68",8488075888,8488075888,,4,2026-04-15,NOVIA DEL MAR,(MXN$ 5.28),,2026-04-11,0
2026-04-11,86,51031904,"MXN$ 2,823.70",MXN$ 0.00,"MXN$ 2,823.70","MXN$ 2,823.70",(MXN$ 31.06),MXN$ 0.00,"MXN$ 2,787.67",8488075888,8488075888,,3,2026-04-15,NOVIA DEL MAR,(MXN$ 4.97),,2026-04-11,0
2026-04-11,87,51031904,MXN$ 479.80,MXN$ 0.00,MXN$ 479.80,MXN$ 479.80,(MXN$ 5.28),MXN$ 0.00,MXN$ 473.68,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,(MXN$ 0.84),,2026-04-12,0
2026-04-12,88,51031904,MXN$ 959.60,MXN$ 0.00,MXN$ 959.60,MXN$ 959.60,(MXN$ 10.56),MXN$ 0.00,MXN$ 947.35,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,(MXN$ 1.69),,2026-04-12,0
2026-04-12,89,51031904,MXN$ 820.06,MXN$ 0.00,MXN$ 820.06,MXN$ 820.06,(MXN$ 9.02),MXN$ 0.00,MXN$ 809.60,8488075888,8488075888,,1,2026-04-15,NOVIA DEL MAR,(MXN$ 1.44),,2026-04-12,0
2026-04-11,223,51031906,MXN$ 800.00,MXN$ 0.00,MXN$ 800.00,MXN$ 800.00,(MXN$ 8.80),MXN$ 0.00,MXN$ 789.79,8488076035,8488076035,,1,2026-04-15,BENITO,(MXN$ 1.41),,2026-04-11,0
2026-04-09,79,51032184,"MXN$ 1,439.40",MXN$ 0.00,"MXN$ 1,439.40","MXN$ 1,439.40",(MXN$ 15.83),MXN$ 0.00,"MXN$ 1,421.04",8489189027,8489189027,,1,2026-04-15,AVENIDA CENTRAL,(MXN$ 2.53),,2026-04-10,0
2026-04-11,41,51032185,MXN$ 743.23,MXN$ 0.00,MXN$ 743.23,MXN$ 743.23,(MXN$ 8.18),MXN$ 0.00,MXN$ 733.74,8489189068,8489189068,,2,2026-04-15,SUBTENIENTE,(MXN$ 1.31),,2026-04-11,0
2026-04-09,31,51032186,"MXN$ 1,000.00",MXN$ 0.00,"MXN$ 1,000.00","MXN$ 1,000.00",(MXN$ 11.00),MXN$ 0.00,MXN$ 987.24,8489189142,8489189142,,1,2026-04-15,CASA DE JUSTICIA,(MXN$ 1.76),,2026-04-10,0
2026-04-10,133,51032210,"MXN$ 1,879.81",MXN$ 0.00,"MXN$ 1,879.81","MXN$ 1,879.81",(MXN$ 20.68),MXN$ 0.00,"MXN$ 1,855.82",8489278671,8489278671,,3,2026-04-15,KIN HA,(MXN$ 3.31),,2026-04-10,0
2026-04-11,134,51032210,MXN$ 120.00,MXN$ 0.00,MXN$ 120.00,MXN$ 120.00,(MXN$ 1.32),MXN$ 0.00,MXN$ 118.47,8489278671,8489278671,,1,2026-04-15,KIN HA,(MXN$ 0.21),,2026-04-12,0
2026-04-09,355,51032211,"MXN$ 1,016.91",MXN$ 0.00,"MXN$ 1,016.91","MXN$ 1,016.91",(MXN$ 11.19),MXN$ 0.00,"MXN$ 1,003.93",8489278820,8489278820,,1,2026-04-15,FRONTERA,(MXN$ 1.79),,2026-04-10,0
2026-04-11,356,51032211,"MXN$ 1,041.28",MXN$ 0.00,"MXN$ 1,041.28","MXN$ 1,041.28",(MXN$ 11.45),MXN$ 0.00,"MXN$ 1,028.00",8489278820,8489278820,,1,2026-04-15,FRONTERA,(MXN$ 1.83),,2026-04-11,0
2026-04-11,357,51032211,MXN$ 700.92,MXN$ 0.00,MXN$ 700.92,MXN$ 700.92,(MXN$ 7.71),MXN$ 0.00,MXN$ 691.98,8489278820,8489278820,,1,2026-04-15,FRONTERA,(MXN$ 1.23),,2026-04-12,0
2026-04-08,1439,31006451,"MXN$ 7,833.50",MXN$ 0.00,"MXN$ 7,833.50","MXN$ 7,833.50",(MXN$ 86.17),MXN$ 0.00,"MXN$ 7,733.54",7464542802,7464542802,,8,2026-04-14,BOLICHE,(MXN$ 13.79),,2026-04-09,0
2026-04-09,1440,31006451,"MXN$ 5,924.97",MXN$ 0.00,"MXN$ 5,924.97","MXN$ 5,924.97",(MXN$ 65.17),MXN$ 0.00,"MXN$ 5,849.37",7464542802,7464542802,,4,2026-04-14,BOLICHE,(MXN$ 10.43),,2026-04-09,0
2026-04-09,1441,31006451,"MXN$ 2,293.67",MXN$ 0.00,"MXN$ 2,293.67","MXN$ 2,293.67",(MXN$ 25.23),MXN$ 0.00,"MXN$ 2,264.40",7464542802,7464542802,,4,2026-04-14,BOLICHE,(MXN$ 4.04),,2026-04-10,0
