FechaEnvio,NumeroFacturaDeCargos,NumeroDePago,CargosTotales,Creditos,MontoDeEnvio,TotalDelEnvio,MontoDelDescuento,CuotasEIncentivos,MontoDePago,IdAfiliacion,Número de establecimiento que envía,SucursalQueEnvia,ConteoDeTransacciones,FechaPago,NombreSucursal,IVA,Descripcion,FechaTransaccion,NumeroDeMensualidades
12/06/2026,276,51661331,100,0,100,100,-0.1,0,99.88,8488076035,8488076035,,1,17/06/2026,BENITO,-0.02,,13/06/2026,0
12/06/2026,71,51661613,"2,351.69",0,"2,351.69","2,351.69",-2.35,0,"2,348.96",8489189068,8489189068,,2,17/06/2026,SUBTENIENTE,-0.38,,13/06/2026,0
12/06/2026,11,51661614,604.69,0,604.69,604.69,-0.6,0,603.99,8489189142,8489189142,,1,17/06/2026,CASA DE JUSTICIA,-0.1,,12/06/2026,0
12/06/2026,31,51661651,791.68,0,791.68,791.68,-0.79,0,790.76,8489278820,8489278820,,1,17/06/2026,FRONTERA,-0.13,,12/06/2026,0
11/06/2026,139,31669183,"1,930.51",0,"1,930.51","1,930.51",-1.93,0,"1,928.27",7469540645,7469540645,,1,17/06/2026,CHAMPOTON MALECON,-0.31,,12/06/2026,0
11/06/2026,117,51661289,809.24,0,809.24,809.24,-0.81,0,808.3,8487957920,8487957920,,1,17/06/2026,KANISTE,-0.13,,12/06/2026,0
11/06/2026,110,51661612,500,0,500,500,-0.5,0,499.42,8489189027,8489189027,,1,17/06/2026,AVENIDA CENTRAL,-0.08,,12/06/2026,0
11/06/2026,10,51661614,"1,422.19",0,"1,422.19","1,422.19",-1.42,0,"1,420.54",8489189142,8489189142,,2,17/06/2026,CASA DE JUSTICIA,-0.23,,12/06/2026,0
11/06/2026,1610,31636139,"3,858.15",0,"3,858.15","3,858.15",-3.86,0,"3,853.67",7464542802,7464542802,,4,16/06/2026,BOLICHE,-0.62,,11/06/2026,0
11/06/2026,1611,31636139,"2,050.00",0,"2,050.00","2,050.00",-2.05,0,"2,047.62",7464542802,7464542802,,5,16/06/2026,BOLICHE,-0.33,,12/06/2026,0
11/06/2026,24,41637152,"1,006.78",0,"1,006.78","1,006.78",-1.01,0,"1,005.61",8488075847,8488075847,,1,16/06/2026,HEROES,-0.16,,11/06/2026,0
11/06/2026,274,41637154,285.9,0,285.9,285.9,-0.29,0,285.56,8488076035,8488076035,,1,16/06/2026,BENITO,-0.05,,11/06/2026,0
11/06/2026,109,41637371,600,0,600,600,-0.6,0,599.3,8489189027,8489189027,,1,16/06/2026,AVENIDA CENTRAL,-0.1,,11/06/2026,0
11/06/2026,70,41637372,300,0,300,300,-0.3,0,299.65,8489189068,8489189068,,1,16/06/2026,SUBTENIENTE,-0.05,,11/06/2026,0
10/06/2026,1609,31636139,"5,314.03",0,"5,314.03","5,314.03",-5.31,0,"5,307.87",7464542802,7464542802,,6,16/06/2026,BOLICHE,-0.85,,11/06/2026,0
10/06/2026,116,41637135,"1,943.60",0,"1,943.60","1,943.60",-1.94,0,"1,941.35",8487957920,8487957920,,2,16/06/2026,KANISTE,-0.31,,11/06/2026,0
10/06/2026,273,41637154,600,0,600,600,-0.6,0,599.3,8488076035,8488076035,,1,16/06/2026,BENITO,-0.1,,11/06/2026,0
10/06/2026,1606,31627029,"1,939.40",0,"1,939.40","1,939.40",-1.94,0,"1,937.15",7464542802,7464542802,,2,15/06/2026,BOLICHE,-0.31,,10/06/2026,0
10/06/2026,1607,31627029,"1,512.27",0,"1,512.27","1,512.27",-1.51,0,"1,510.52",7464542802,7464542802,,1,15/06/2026,BOLICHE,-0.24,,10/06/2026,0
10/06/2026,1608,31627029,"7,048.91",0,"7,048.91","7,048.91",-7.05,0,"7,040.73",7464542802,7464542802,,6,15/06/2026,BOLICHE,-1.13,,10/06/2026,0
10/06/2026,192,51620394,"1,270.46",0,"1,270.46","1,270.46",-1.27,0,"1,268.99",8488075888,8488075888,,2,15/06/2026,NOVIA DEL MAR,-0.2,,10/06/2026,0
10/06/2026,14,51620396,873.85,0,873.85,873.85,-0.87,0,872.84,8488075995,8488075995,,1,15/06/2026,CHETUMAL PLAZA,-0.14,,11/06/2026,0
10/06/2026,108,51620639,"2,404.28",0,"2,404.28","2,404.28",-2.4,0,"2,401.50",8489189027,8489189027,,3,15/06/2026,AVENIDA CENTRAL,-0.38,,10/06/2026,0
10/06/2026,7,51620666,"1,868.25",0,"1,868.25","1,868.25",-1.87,0,"1,866.08",8489278671,8489278671,,3,15/06/2026,KIN HA,-0.3,,10/06/2026,0
09/06/2026,1605,31627029,"8,140.13",0,"8,140.13","8,140.13",-8.14,0,"8,130.69",7464542802,7464542802,,7,15/06/2026,BOLICHE,-1.3,,10/06/2026,0
09/06/2026,67,31628749,"1,799.25",0,"1,799.25","1,799.25",-1.8,0,"1,797.16",7469546899,7469546899,,2,15/06/2026,PUERTO REAL,-0.29,,10/06/2026,0
09/06/2026,2,51620372,"2,287.20",0,"2,287.20","2,287.20",-2.29,0,"2,284.54",8487957953,8487957953,,1,15/06/2026,CHAMPOTON 2,-0.37,,10/06/2026,0
09/06/2026,23,51620393,"1,859.60",0,"1,859.60","1,859.60",-1.86,0,"1,857.44",8488075847,8488075847,,2,15/06/2026,HEROES,-0.3,,10/06/2026,0
09/06/2026,191,51620394,200,0,200,200,-0.2,0,199.77,8488075888,8488075888,,1,15/06/2026,NOVIA DEL MAR,-0.03,,10/06/2026,0
09/06/2026,3,51620640,"2,131.38",0,"2,131.38","2,131.38",-2.13,0,"2,128.91",8489189050,8489189050,,1,15/06/2026,AEROPUERTO,-0.34,,10/06/2026,0
09/06/2026,9,51620641,898.88,0,898.88,898.88,-0.9,0,897.84,8489189142,8489189142,,1,15/06/2026,CASA DE JUSTICIA,-0.14,,10/06/2026,0
09/06/2026,1604,31616310,"8,665.51",0,"8,665.51","8,665.51",-8.67,0,"8,655.45",7464542802,7464542802,,8,12/06/2026,BOLICHE,-1.39,,09/06/2026,0
09/06/2026,115,41617604,800,0,800,800,-0.8,0,799.07,8487957920,8487957920,,1,12/06/2026,KANISTE,-0.13,,09/06/2026,0
09/06/2026,13,41617624,"2,522.05",0,"2,522.05","2,522.05",-2.52,0,"2,519.13",8488075995,8488075995,,3,12/06/2026,CHETUMAL PLAZA,-0.4,,10/06/2026,0
09/06/2026,272,41617625,"1,878.30",0,"1,878.30","1,878.30",-1.88,0,"1,876.12",8488076035,8488076035,,2,12/06/2026,BENITO,-0.3,,09/06/2026,0
09/06/2026,107,41617853,"1,279.80",0,"1,279.80","1,279.80",-1.28,0,"1,278.32",8489189027,8489189027,,2,12/06/2026,AVENIDA CENTRAL,-0.2,,09/06/2026,0
09/06/2026,69,41617854,"5,994.72",0,"5,994.72","5,994.72",-5.99,0,"5,987.77",8489189068,8489189068,,1,12/06/2026,SUBTENIENTE,-0.96,,09/06/2026,0
09/06/2026,6,41617881,916.53,0,916.53,916.53,-0.92,0,915.46,8489278671,8489278671,,1,12/06/2026,KIN HA,-0.15,,09/06/2026,0
08/06/2026,114,41617604,"2,737.62",0,"2,737.62","2,737.62",-2.74,0,"2,734.44",8487957920,8487957920,,3,12/06/2026,KANISTE,-0.44,,09/06/2026,0
08/06/2026,190,41617622,"2,597.28",0,"2,597.28","2,597.28",-2.6,0,"2,594.26",8488075888,8488075888,,2,12/06/2026,NOVIA DEL MAR,-0.42,,09/06/2026,0
08/06/2026,271,41617625,571.8,0,571.8,571.8,-0.57,0,571.14,8488076035,8488076035,,1,12/06/2026,BENITO,-0.09,,09/06/2026,0
08/06/2026,8,41617855,"5,273.35",0,"5,273.35","5,273.35",-5.27,0,"5,267.24",8489189142,8489189142,,2,12/06/2026,CASA DE JUSTICIA,-0.84,,09/06/2026,0
08/06/2026,1600,31606114,"2,226.62",0,"2,226.62","2,226.62",-2.23,0,"2,224.03",7464542802,7464542802,,1,11/06/2026,BOLICHE,-0.36,,08/06/2026,0
08/06/2026,1601,31606114,480.28,0,480.28,480.28,-0.48,0,479.72,7464542802,7464542802,,1,11/06/2026,BOLICHE,-0.08,,08/06/2026,0
08/06/2026,1602,31606114,"8,121.99",0,"8,121.99","8,121.99",-8.12,0,"8,112.57",7464542802,7464542802,,9,11/06/2026,BOLICHE,-1.3,,08/06/2026,0
08/06/2026,1603,31606114,"6,332.65",0,"6,332.65","6,332.65",-6.33,0,"6,325.31",7464542802,7464542802,,5,11/06/2026,BOLICHE,-1.01,,09/06/2026,0
08/06/2026,189,41607232,"3,444.01",0,"3,444.01","3,444.01",-3.44,0,"3,440.02",8488075888,8488075888,,4,11/06/2026,NOVIA DEL MAR,-0.55,,08/06/2026,0
08/06/2026,106,41607444,"1,725.23",0,"1,725.23","1,725.23",-1.73,0,"1,723.22",8489189027,8489189027,,2,11/06/2026,AVENIDA CENTRAL,-0.28,,08/06/2026,0
08/06/2026,68,41607445,"9,084.37",0,"9,084.37","9,084.37",-9.08,0,"9,073.84",8489189068,8489189068,,3,11/06/2026,SUBTENIENTE,-1.45,,08/06/2026,0
08/06/2026,30,41607465,"2,645.34",0,"2,645.34","2,645.34",-2.65,0,"2,642.27",8489278820,8489278820,,1,11/06/2026,FRONTERA,-0.42,,08/06/2026,0
07/06/2026,113,41607215,740.63,0,740.63,740.63,-0.74,0,739.77,8487957920,8487957920,,1,11/06/2026,KANISTE,-0.12,,08/06/2026,0
07/06/2026,188,41607232,"1,241.55",0,"1,241.55","1,241.55",-1.24,0,"1,240.11",8488075888,8488075888,,1,11/06/2026,NOVIA DEL MAR,-0.2,,08/06/2026,0
07/06/2026,270,41607234,748.22,0,748.22,748.22,-0.75,0,747.35,8488076035,8488076035,,1,11/06/2026,BENITO,-0.12,,08/06/2026,0
07/06/2026,5,41607464,"1,387.27",0,"1,387.27","1,387.27",-1.39,0,"1,385.66",8489278671,8489278671,,2,11/06/2026,KIN HA,-0.22,,08/06/2026,0
07/06/2026,29,41607465,"1,120.33",0,"1,120.33","1,120.33",-1.12,0,"1,119.03",8489278820,8489278820,,1,11/06/2026,FRONTERA,-0.18,,08/06/2026,0
07/06/2026,1597,31597575,"1,828.07",0,"1,828.07","1,828.07",-1.83,0,"1,825.95",7464542802,7464542802,,1,10/06/2026,BOLICHE,-0.29,,07/06/2026,0
07/06/2026,1598,31597575,"3,037.43",0,"3,037.43","3,037.43",-3.04,0,"3,033.90",7464542802,7464542802,,3,10/06/2026,BOLICHE,-0.49,,07/06/2026,0
07/06/2026,1599,31597575,"1,687.38",0,"1,687.38","1,687.38",-1.69,0,"1,685.42",7464542802,7464542802,,1,10/06/2026,BOLICHE,-0.27,,08/06/2026,0
07/06/2026,111,51591812,922.2,0,922.2,922.2,-0.92,0,921.13,8487957920,8487957920,,1,10/06/2026,KANISTE,-0.15,,07/06/2026,0
07/06/2026,112,51591812,"1,584.36",0,"1,584.36","1,584.36",-1.58,0,"1,582.53",8487957920,8487957920,,2,10/06/2026,KANISTE,-0.25,,07/06/2026,0
07/06/2026,269,51591852,"2,260.98",0,"2,260.98","2,260.98",-2.26,0,"2,258.36",8488076035,8488076035,,2,10/06/2026,BENITO,-0.36,,07/06/2026,0
07/06/2026,105,51592139,"2,139.88",0,"2,139.88","2,139.88",-2.14,0,"2,137.40",8489189027,8489189027,,2,10/06/2026,AVENIDA CENTRAL,-0.34,,07/06/2026,0
07/06/2026,7,51592141,"1,500.00",0,"1,500.00","1,500.00",-1.5,0,"1,498.26",8489189142,8489189142,,1,10/06/2026,CASA DE JUSTICIA,-0.24,,07/06/2026,0
07/06/2026,28,51592181,194.18,0,194.18,194.18,-0.19,0,193.96,8489278820,8489278820,,1,10/06/2026,FRONTERA,-0.03,,07/06/2026,0
06/06/2026,1594,31597575,"1,495.74",0,"1,495.74","1,495.74",-1.5,0,"1,494.00",7464542802,7464542802,,1,10/06/2026,BOLICHE,-0.24,,06/06/2026,0
06/06/2026,1595,31597575,"4,101.56",0,"4,101.56","4,101.56",-4.1,0,"4,096.80",7464542802,7464542802,,3,10/06/2026,BOLICHE,-0.66,,06/06/2026,0
06/06/2026,1596,31597575,"1,234.83",0,"1,234.83","1,234.83",-1.23,0,"1,233.40",7464542802,7464542802,,1,10/06/2026,BOLICHE,-0.2,,07/06/2026,0
06/06/2026,138,31599404,"1,451.77",0,"1,451.77","1,451.77",-1.45,0,"1,450.09",7469540645,7469540645,,1,10/06/2026,CHAMPOTON MALECON,-0.23,,06/06/2026,0
06/06/2026,66,31599433,"1,129.62",0,"1,129.62","1,129.62",-1.13,0,"1,128.31",7469546899,7469546899,,1,10/06/2026,PUERTO REAL,-0.18,,07/06/2026,0
06/06/2026,110,51591812,500,0,500,500,-0.5,0,499.42,8487957920,8487957920,,1,10/06/2026,KANISTE,-0.08,,06/06/2026,0
06/06/2026,186,51591848,"1,863.58",0,"1,863.58","1,863.58",-1.86,0,"1,861.42",8488075888,8488075888,,3,10/06/2026,NOVIA DEL MAR,-0.3,,06/06/2026,0
06/06/2026,187,51591848,"1,945.30",0,"1,945.30","1,945.30",-1.95,0,"1,943.04",8488075888,8488075888,,3,10/06/2026,NOVIA DEL MAR,-0.31,,07/06/2026,0
06/06/2026,268,51591852,"1,027.37",0,"1,027.37","1,027.37",-1.03,0,"1,026.18",8488076035,8488076035,,1,10/06/2026,BENITO,-0.16,,06/06/2026,0
06/06/2026,67,51592140,"4,622.14",0,"4,622.14","4,622.14",-4.62,0,"4,616.78",8489189068,8489189068,,7,10/06/2026,SUBTENIENTE,-0.74,,06/06/2026,0
06/06/2026,5,51592141,500,0,500,500,-0.5,0,499.42,8489189142,8489189142,,1,10/06/2026,CASA DE JUSTICIA,-0.08,,06/06/2026,0
06/06/2026,6,51592141,"1,697.16",0,"1,697.16","1,697.16",-1.7,0,"1,695.19",8489189142,8489189142,,2,10/06/2026,CASA DE JUSTICIA,-0.27,,07/06/2026,0
06/06/2026,27,51592181,750.09,0,750.09,750.09,-0.75,0,749.22,8489278820,8489278820,,1,10/06/2026,FRONTERA,-0.12,,07/06/2026,0
05/06/2026,1591,31597575,"1,800.00",0,"1,800.00","1,800.00",-1.8,0,"1,797.91",7464542802,7464542802,,2,10/06/2026,BOLICHE,-0.29,,05/06/2026,0
05/06/2026,1592,31597575,"4,388.24",0,"4,388.24","4,388.24",-4.39,0,"4,383.15",7464542802,7464542802,,6,10/06/2026,BOLICHE,-0.7,,05/06/2026,0
05/06/2026,1593,31597575,"10,496.40",0,"10,496.40","10,496.40",-10.5,0,"10,484.22",7464542802,7464542802,,9,10/06/2026,BOLICHE,-1.68,,06/06/2026,0
05/06/2026,108,51591812,931.65,0,931.65,931.65,-0.93,0,930.57,8487957920,8487957920,,1,10/06/2026,KANISTE,-0.15,,05/06/2026,0
05/06/2026,109,51591812,"1,737.43",0,"1,737.43","1,737.43",-1.74,0,"1,735.41",8487957920,8487957920,,3,10/06/2026,KANISTE,-0.28,,06/06/2026,0
05/06/2026,184,51591848,"2,133.50",0,"2,133.50","2,133.50",-2.13,0,"2,131.03",8488075888,8488075888,,2,10/06/2026,NOVIA DEL MAR,-0.34,,05/06/2026,0
05/06/2026,185,51591848,"2,471.80",0,"2,471.80","2,471.80",-2.47,0,"2,468.93",8488075888,8488075888,,3,10/06/2026,NOVIA DEL MAR,-0.4,,06/06/2026,0
05/06/2026,23,51591849,769.24,0,769.24,769.24,-0.77,0,768.35,8488075961,8488075961,,1,10/06/2026,ESCARGECA,-0.12,,05/06/2026,0
05/06/2026,12,51591851,"2,479.58",0,"2,479.58","2,479.58",-2.48,0,"2,476.70",8488075995,8488075995,,1,10/06/2026,CHETUMAL PLAZA,-0.4,,05/06/2026,0
05/06/2026,267,51591852,479.8,0,479.8,479.8,-0.48,0,479.24,8488076035,8488076035,,1,10/06/2026,BENITO,-0.08,,05/06/2026,0
05/06/2026,66,51592140,500,0,500,500,-0.5,0,499.42,8489189068,8489189068,,1,10/06/2026,SUBTENIENTE,-0.08,,05/06/2026,0
05/06/2026,4,51592141,951.8,0,951.8,951.8,-0.95,0,950.7,8489189142,8489189142,,1,10/06/2026,CASA DE JUSTICIA,-0.15,,05/06/2026,0
05/06/2026,4,51592180,996.25,0,996.25,996.25,-1,0,995.09,8489278671,8489278671,,1,10/06/2026,KIN HA,-0.16,,06/06/2026,0
05/06/2026,26,51592181,"3,988.48",0,"3,988.48","3,988.48",-3.99,0,"3,983.85",8489278820,8489278820,,3,10/06/2026,FRONTERA,-0.64,,05/06/2026,0
04/06/2026,1590,31597575,"6,834.21",0,"6,834.21","6,834.21",-6.83,0,"6,826.29",7464542802,7464542802,,9,10/06/2026,BOLICHE,-1.09,,05/06/2026,0
04/06/2026,107,51591812,700,0,700,700,-0.7,0,699.19,8487957920,8487957920,,1,10/06/2026,KANISTE,-0.11,,05/06/2026,0
04/06/2026,183,51591848,"1,936.45",0,"1,936.45","1,936.45",-1.94,0,"1,934.20",8488075888,8488075888,,2,10/06/2026,NOVIA DEL MAR,-0.31,,05/06/2026,0
04/06/2026,266,51591852,"3,075.04",0,"3,075.04","3,075.04",-3.08,0,"3,071.47",8488076035,8488076035,,3,10/06/2026,BENITO,-0.49,,05/06/2026,0
04/06/2026,65,51592140,500,0,500,500,-0.5,0,499.42,8489189068,8489189068,,1,10/06/2026,SUBTENIENTE,-0.08,,05/06/2026,0
04/06/2026,3,51592141,"2,857.14",0,"2,857.14","2,857.14",-2.86,0,"2,853.82",8489189142,8489189142,,1,10/06/2026,CASA DE JUSTICIA,-0.46,,05/06/2026,0
04/06/2026,1588,31566698,207.28,0,207.28,207.28,-0.21,0,207.04,7464542802,7464542802,,1,09/06/2026,BOLICHE,-0.03,,04/06/2026,0
04/06/2026,1589,31566698,"4,338.80",0,"4,338.80","4,338.80",-4.34,0,"4,333.77",7464542802,7464542802,,3,09/06/2026,BOLICHE,-0.69,,04/06/2026,0
04/06/2026,181,41568514,200,0,200,200,-0.2,0,199.77,8488075888,8488075888,,1,09/06/2026,NOVIA DEL MAR,-0.03,,04/06/2026,0
04/06/2026,182,41568514,400,0,400,400,-0.4,0,399.54,8488075888,8488075888,,1,09/06/2026,NOVIA DEL MAR,-0.06,,04/06/2026,0
04/06/2026,11,41568516,"2,000.00",0,"2,000.00","2,000.00",-2,0,"1,997.68",8488075995,8488075995,,2,09/06/2026,CHETUMAL PLAZA,-0.32,,04/06/2026,0
04/06/2026,265,41568517,123.4,0,123.4,123.4,-0.12,0,123.26,8488076035,8488076035,,1,09/06/2026,BENITO,-0.02,,04/06/2026,0
04/06/2026,104,41568753,300,0,300,300,-0.3,0,299.65,8489189027,8489189027,,1,09/06/2026,AVENIDA CENTRAL,-0.05,,04/06/2026,0
04/06/2026,2,41568755,653.96,0,653.96,653.96,-0.65,0,653.21,8489189142,8489189142,,1,09/06/2026,CASA DE JUSTICIA,-0.1,,04/06/2026,0
04/06/2026,3,41568770,635.81,0,635.81,635.81,-0.64,0,635.07,8489278671,8489278671,,1,09/06/2026,KIN HA,-0.1,,04/06/2026,0
03/06/2026,1587,31566698,"6,239.00",0,"6,239.00","6,239.00",-6.24,0,"6,231.76",7464542802,7464542802,,8,09/06/2026,BOLICHE,-1,,04/06/2026,0
03/06/2026,180,41568514,"1,241.65",0,"1,241.65","1,241.65",-1.24,0,"1,240.21",8488075888,8488075888,,1,09/06/2026,NOVIA DEL MAR,-0.2,,04/06/2026,0
03/06/2026,64,41568754,500,0,500,500,-0.5,0,499.42,8489189068,8489189068,,1,09/06/2026,SUBTENIENTE,-0.08,,04/06/2026,0
03/06/2026,1585,31558234,"3,426.13",0,"3,426.13","3,426.13",-3.43,0,"3,422.15",7464542802,7464542802,,4,08/06/2026,BOLICHE,-0.55,,03/06/2026,0
03/06/2026,1586,31558234,"8,687.79",0,"8,687.79","8,687.79",-8.69,0,"8,677.71",7464542802,7464542802,,9,08/06/2026,BOLICHE,-1.39,,03/06/2026,0
03/06/2026,179,51553733,"3,740.16",0,"3,740.16","3,740.16",-3.74,0,"3,735.82",8488075888,8488075888,,2,08/06/2026,NOVIA DEL MAR,-0.6,,03/06/2026,0
03/06/2026,10,51553735,"1,184.67",0,"1,184.67","1,184.67",-1.18,0,"1,183.30",8488075995,8488075995,,2,08/06/2026,CHETUMAL PLAZA,-0.19,,03/06/2026,0
03/06/2026,103,51553996,"1,926.11",0,"1,926.11","1,926.11",-1.93,0,"1,923.87",8489189027,8489189027,,2,08/06/2026,AVENIDA CENTRAL,-0.31,,03/06/2026,0
03/06/2026,2,51553997,"1,476.64",0,"1,476.64","1,476.64",-1.48,0,"1,474.92",8489189050,8489189050,,2,08/06/2026,AEROPUERTO,-0.24,,03/06/2026,0
03/06/2026,2,51554023,"1,915.75",0,"1,915.75","1,915.75",-1.92,0,"1,913.52",8489278671,8489278671,,3,08/06/2026,KIN HA,-0.31,,03/06/2026,0
02/06/2026,137,41550243,"1,571.35",0,"1,571.35","1,571.35",-1.57,0,"1,569.53",7469540645,7469540645,,1,08/06/2026,CHAMPOTON MALECON,-0.25,,03/06/2026,0
02/06/2026,106,51553709,"1,000.00",0,"1,000.00","1,000.00",-1,0,998.84,8487957920,8487957920,,1,08/06/2026,KANISTE,-0.16,,03/06/2026,0
02/06/2026,52,51553710,"1,348.53",0,"1,348.53","1,348.53",-1.35,0,"1,346.96",8487957995,8487957995,,1,08/06/2026,SABANCUY,-0.22,,03/06/2026,0
02/06/2026,1584,31546635,"3,577.59",0,"3,577.59","3,577.59",-3.58,0,"3,573.44",7464542802,7464542802,,5,05/06/2026,BOLICHE,-0.57,,02/06/2026,0
02/06/2026,105,41548170,"1,000.14",0,"1,000.14","1,000.14",-1,0,998.98,8487957920,8487957920,,1,05/06/2026,KANISTE,-0.16,,02/06/2026,0
02/06/2026,178,41548184,500,0,500,500,-0.5,0,499.42,8488075888,8488075888,,1,05/06/2026,NOVIA DEL MAR,-0.08,,02/06/2026,0
02/06/2026,22,41548185,"1,000.65",0,"1,000.65","1,000.65",-1,0,999.49,8488075961,8488075961,,1,05/06/2026,ESCARGECA,-0.16,,02/06/2026,0
02/06/2026,1,41548404,"1,200.00",0,"1,200.00","1,200.00",-1.2,0,"1,198.61",8489189142,8489189142,,1,05/06/2026,CASA DE JUSTICIA,-0.19,,02/06/2026,0
02/06/2026,25,41548424,"30,000.00",0,"30,000.00","30,000.00",-30,0,"29,965.20",8489278820,8489278820,,1,05/06/2026,FRONTERA,-4.8,,02/06/2026,0
01/06/2026,1583,31546635,"5,915.76",0,"5,915.76","5,915.76",-5.92,0,"5,908.89",7464542802,7464542802,,5,05/06/2026,BOLICHE,-0.95,,02/06/2026,0
01/06/2026,65,31548280,400,0,400,400,-0.4,0,399.54,7469546899,7469546899,,1,05/06/2026,PUERTO REAL,-0.06,,02/06/2026,0
